file;name;country;capacity;license;author;source
heesen-yachts-stadion.jpg;Heesen Yachts Stadion;Netherlands;4560;CC BY-SA 4.0;RagingR2;https://commons.wikimedia.org/wiki/File:Top_Oss_Frans_Heesen_Stadion_Oss_2.jpg
meneng-stadium.jpg;Meneng Stadium;Naoero;3500;CC BY 2.0;DIAC images;https://commons.wikimedia.org/wiki/File:Dining_Hall_-_Topside_immigration_processing_compound,_Nauru.jpg
old-stadion.jpg;Old Stadion;Netherlands;30000;Public domain;Anonymous (photographer);https://commons.wikimedia.org/wiki/File:1914_Stadium_Amsterdam.jpg
gemeentelijk-sportpark-kaalheide.jpg;Gemeentelijk Sportpark Kaalheide;Netherlands;21500;CC BY-SA 2.0 de;The original uploader was M.Birklein at German Wikipedia.;https://commons.wikimedia.org/wiki/File:Kerkrade_-_Kaalheide.jpg
alkmaarderhout.jpg;Alkmaarderhout;Netherlands;8914;CC BY 3.0;Валерий Дед;https://commons.wikimedia.org/wiki/File:Alkmaar_Alkmaarderhout_1.jpg
nrca-stadium.jpg;NRCA Stadium;Netherlands;5000;CC BY-SA 4.0;Joris;https://commons.wikimedia.org/wiki/File:Nationaal_Rugby_Centrum_Amsterdam_-_Nederland_-_Georgie_8-40_D.jpg
stadion-de-braak.jpg;Stadion De Braak;Netherlands;4100;CC BY-SA 4.0;WoodenSpoon;https://commons.wikimedia.org/wiki/File:Helmond_stadion_De_Braak_oostzijde.jpg
het-houten-stadion.jpg;Het Houten Stadion;Netherlands;15000;Public domain;Unknown authorUnknown author;https://commons.wikimedia.org/wiki/File:Ouwe_Houten_Stadion_(Ajax)_in_1917-1918.jpg
de-langeleegte.jpg;De Langeleegte;Netherlands;6500;CC BY-SA 3.0;Frank Loer;https://commons.wikimedia.org/wiki/File:Stadion_Langeleegt_BV_Veendam.JPG
m-scores-stadion.jpg;M-Scores Stadion;Netherlands;4235;CC0;Olos88;https://commons.wikimedia.org/wiki/File:De_Krommedijk_4.jpg
fanny-blankers-koen-stadion.jpg;Fanny Blankers-Koen Stadion;Netherlands;15200;CC BY-SA 3.0;Fakwes;https://commons.wikimedia.org/wiki/File:FBK-Stadion.JPG
zuiderpark-stadion.jpg;Zuiderpark Stadion;Netherlands;11000;Public domain;No machine-readable author provided. Joris assumed (based on copyright claims).;https://commons.wikimedia.org/wiki/File:Zuiderpark.JPG
oosterenkstadion.jpg;Oosterenkstadion;Netherlands;10500;CC BY-SA 2.5 nl;Onderwijsgek;https://commons.wikimedia.org/wiki/File:Zwolle_Oosterenk_Stadion_FC_Zwolle.jpg
atik-stadion.jpg;Atik Stadion;Netherlands;4995;CC BY-SA 4.0;Joris;https://commons.wikimedia.org/wiki/File:Stadion_De_Luiten_-_ATIK_Stadion_RBC_Roosendaal.jpg
haarlem-stadion.jpg;Haarlem Stadion;Netherlands;3442;CC BY-SA 3.0;MUTJE at Dutch Wikipedia;https://commons.wikimedia.org/wiki/File:Stadion_noordtribune_2005.jpg
kooi-stadion.jpg;Kooi Stadion;Netherlands;15000;CC BY 4.0;Condor3d;https://commons.wikimedia.org/wiki/File:Kooi_Stadion_west_-_Leeuwarden_2025.jpg
sportpaleis-alkmaar.jpg;Sportpaleis Alkmaar;Netherlands;4750;CC BY-SA 3.0;Nicola;https://commons.wikimedia.org/wiki/File:Sportpaleis_Alkmaar_Dernys.jpg
nac-stadion.jpg;NAC Stadion;Netherlands;18000;CC BY-SA 3.0;Martijnmureau;https://commons.wikimedia.org/wiki/File:NAC_stadium_Beatrixstraat.jpg
kromme-zandweg.jpg;Kromme Zandweg;Netherlands;12000;Public domain;Unknown authorUnknown author;https://commons.wikimedia.org/wiki/File:De_Kromme_Zandweg_Stadion_(Oud_Feyenoord_stadion).jpg
sportpark-de-westmaat.jpg;Sportpark De Westmaat;Netherlands;8000;CC BY-SA 4.0;KSKB1935;https://commons.wikimedia.org/wiki/File:Sportpark_De_Westmaat_(Blauwe_kant).jpg
stadion-de-boschpoort.jpg;Stadion De Boschpoort;Netherlands;;CC0;Nationaal Archief;https://commons.wikimedia.org/wiki/File:MVV_tegen_Limburgia,_spelmoment,_Bestanddeelnr_903-8647.jpg
klarenbeek.jpg;Klarenbeek;Netherlands;10000;CC BY-SA 4.0;Jong, Nanette de (Fotograaf);https://commons.wikimedia.org/wiki/File:Klarenbeek_uitzicht_vanaf_de_Stenen_Tafel.jpg
